V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
2906.568603515625,2577.778,2371.772,2230.4111,2163.3462,2169.0244,2117.5378,2142.6284,2312.2153,2513.1572,2728.4424,2995.2673,3236.1187,3515.736,3662.0542,3874.7292,3816.7703,3926.9546,3900.1663,3828.9102,3693.2266,3635.8115,3307.934,3070.8132,2870.8232,2590.1675,2366.9614,2214.4055,2077.0142,2080.8916,2144.1938,2114.5828,2236.8652,2400.8726,2660.278,2857.7656,3192.0493,3401.0505,3586.9087,3735.427,3855.3438,3750.0027,3756.794,3733.077,3666.7156,3506.4595,3412.206,3019.886
3555.64111328125,3310.231,3117.963,2996.208,2931.2932,2970.1548,2922.8071,2948.927,3152.704,3369.4968,3560.2915,3819.5977,4051.5393,4326.7734,4465.66,4649.467,4629.638,4713.5054,4668.7153,4535.6274,4368.9805,4285.383,3945.635,3714.5752,3539.4102,3290.455,3126.0867,2985.7651,2868.392,2884.028,2971.4663,2965.2822,3094.546,3262.9883,3520.1182,3698.9512,3981.4617,4207.4595,4429.1436,4538.1265,4670.0728,4545.3623,4496.3145,4470.1206,4330.1953,4169.852,4026.2744,3667.3528
461.0883483886719,417.97266,371.3666,316.91672,273.34326,266.47775,239.39432,218.69398,242.79364,246.10953,275.12708,312.62686,354.8518,433.29733,489.08038,538.55725,549.907,590.64014,592.6328,586.1578,572.3422,584.08856,524.08325,480.8166,460.59662,408.27975,361.91354,303.62726,261.87122,248.47662,231.46414,238.55727,226.4158,230.33258,265.07343,316.91705,345.5377,420.01508,475.8022,503.77667,563.2067,550.225,556.87964,582.7965,559.83386,560.0626,548.9154,480.928
35978.3046875,32996.426,31127.404,29633.877,28983.06,29088.143,28519.809,28644.092,30590.965,32626.799,34670.098,37565.6,40133.926,42814.4,44612.984,46675.406,46381.383,47000.043,46789.68,45498.54,44004.516,43203.21,39930.363,37285.85,35720.46,33174.133,30947.672,29240.693,28178.59,28326.648,28981.146,28908.082,29834.477,31672.793,34418.23,36162.26,39440.008,41638.008,44053.895,45268.227,46658.375,45286.582,45083.02,44751.867,43696.723,41710.457,40383.438,37030.85
34969.4765625,32076.03,30256.14,28846.125,28264.088,28339.994,27786.492,28002.857,29800.36,31830.951,33804.79,36547.49,39005.582,41519.863,43186.223,45123.656,44727.723,45336.477,45075.797,43909.85,42507.027,41770.023,38721.83,36253.85,34630.727,32212.908,30066.902,28512.828,27479.723,27580.943,28235.908,28112.607,29039.117,30823.828,33480.8,35180.992,38325.113,40388.594,42625.867,43770.17,44982.805,43715.67,43514.23,43173.207,42265.594,40407.35,39142.32,35947.316
1081.59375,1071.1981,1026.8617,994.2583,1008.01355,1016.2363,1003.5389,1057.2976,1124.6003,1192.3359,1252.9135,1326.7354,1380.5726,1445.4607,1454.5886,1496.213,1517.6426,1530.5924,1513.9822,1458.9751,1384.6709,1352.4143,1228.8745,1156.2283,1120.6948,1038.5222,1014.39325,973.9089,1015.7284,1042.2711,1092.9578,1084.6354,1174.0082,1204.7942,1269.1967,1314.029,1402.3606,1411.3391,1488.7075,1516.4341,1558.2715,1498.3887,1463.5005,1427.4377,1387.9548,1315.031,1182.4203,1122.7141
6141.36474609375,5649.312,5321.4497,4717.9385,4295.2217,4023.6577,3624.664,3343.2705,3431.963,3540.4602,3579.5603,3937.627,4131.926,4555.464,5060.4893,5364.328,5623.0894,6155.2935,6434.574,6533.8335,6625.252,6713.701,6465.3984,6143.1694,6081.729,5653.4565,5212.7163,4699.8784,4233.362,3975.1436,3597.3843,3508.081,3309.158,3387.0364,3587.2983,3751.361,3950.8433,4451.9517,4895.4355,5201.868,5756.7695,5851.759,6190.8706,6613.449,6613.166,6608.3564,6597.874,6195.7764
22109.248046875,20854.87,20058.227,18693.344,17889.672,17250.229,16316.365,15748.414,16092.148,16453.1,16722.29,17732.898,18290.156,19369.174,20562.342,21298.795,21759.184,22830.312,23459.553,23521.662,23648.72,23803.436,23086.67,22250.215,21970.602,20903.877,19768.121,18573.291,17525.146,16986.791,16253.797,16075.118,15699.447,16002.0625,16687.43,17102.709,17817.55,19012.178,20096.201,20810.996,22023.148,22122.398,22785.035,23675.924,23751.043,23418.34,23333.664,22310.691
35151.98046875,33055.766,31508.797,29743.645,28908.059,28587.436,27516.062,27191.014,28362.73,29815.596,30748.402,32990.066,34687.33,37045.496,38832.9,40401.61,40816.055,42359.066,42480.273,42446.023,41172.29,40933.26,38071.996,36465.33,35149.016,33152.855,31444.79,29767.854,28415.7,28527.18,28093.477,27969.303,28127.98,29222.123,31225.602,32319.07,34167.34,36425.594,38820.34,39799.19,41542.336,41109.402,41447.15,42425.312,41207.234,40254.082,39225.355,36539.863
355.9211730957031,334.6149,328.35547,316.5368,314.4074,310.41547,314.55902,311.97772,328.8185,355.26266,365.2766,393.99637,406.36505,425.29965,442.12686,452.49356,453.84888,467.23157,455.1683,448.41556,425.93594,410.91245,381.1093,358.46844,357.9081,339.89197,323.63586,317.24542,301.03363,308.45123,314.16324,322.7318,318.27042,334.93747,365.95663,371.3026,401.45767,415.8463,442.04736,455.48215,464.67584,451.00784,456.1272,450.99277,430.30322,418.13934,398.87805,365.76517
2688.319091796875,2479.013,2328.9075,2222.5493,2190.346,2225.4507,2243.7285,2285.1697,2464.3723,2649.3757,2851.2004,3031.5376,3170.0596,3325.4207,3403.9116,3480.4028,3450.2346,3428.5322,3385.2214,3316.2605,3182.4937,3116.0303,2929.5115,2764.934,2597.7104,2470.824,2318.133,2212.5264,2157.1396,2174.6091,2262.349,2294.5989,2407.5603,2585.918,2799.079,2936.1616,3140.0303,3232.9128,3365.4756,3411.9978,3427.6118,3307.106,3272.0208,3209.5967,3154.7544,3031.841,2960.491,2735.7385
1583.314697265625,1500.7765,1435.3268,1361.8796,1302.5408,1273.77,1206.1111,1181.3557,1196.747,1279.8754,1334.9133,1435.0145,1520.0077,1622.5573,1684.0676,1720.9221,1725.3892,1761.701,1783.1644,1767.369,1750.1367,1739.1143,1670.5964,1613.8971,1577.923,1504.4395,1434.3009,1333.1792,1272.0636,1238.429,1187.388,1206.8672,1207.9546,1243.9845,1335.9946,1405.7477,1473.0931,1572.9349,1644.2223,1671.853,1739.586,1711.5388,1717.7125,1763.0563,1725.6084,1699.3313,1681.9314,1613.004
348.97607421875,309.12726,289.59277,251.60216,230.56549,220.19821,200.67368,193.2378,206.07649,210.20163,229.24399,238.75836,253.64551,278.17737,307.05423,331.90125,345.80328,364.25732,387.38458,379.50674,391.78598,393.80646,373.08734,348.97415,334.56958,314.50946,282.26163,242.89458,224.62515,210.44498,202.97583,187.69974,197.23233,202.95946,209.18915,228.1005,251.41034,270.93967,288.83224,314.74573,341.36966,348.50797,356.40848,367.27722,378.45566,366.92865,366.5743,339.17584
244.08248901367188,187.08432,172.97127,131.05753,110.69429,97.34535,80.43754,68.73934,59.76104,87.18718,88.174095,87.75267,115.21285,125.02553,176.40314,206.87917,218.92451,245.51385,286.50568,285.5547,287.708,308.06824,274.12134,239.87387,218.01486,189.54527,156.28842,114.18557,86.95254,72.005295,75.62144,58.993195,77.66412,79.01291,85.30611,86.53543,115.34587,125.12822,158.37556,179.96335,233.83951,234.52199,256.88892,259.1701,288.0349,261.72717,250.85019,215.34503
22441.55078125,20835.875,19580.768,18585.41,18127.844,18199.691,17630.527,17575.441,18492.285,19766.15,20762.54,22407.729,23759.123,25470.11,26429.207,27482.488,27394.662,28016.299,27896.268,27587.033,26551.39,26301.475,24615.447,23440.29,22328.514,20743.637,19599.09,18612.334,17742.576,17720.775,17948.562,17823.385,18375.754,19110.336,20889.154,21842.877,23584.686,24904.875,26267.146,27024.93,27715.148,27190.197,27078.656,27248.2,26522.793,25843.074,25137.49,23176.74
554142.25,513867.22,487033.56,458426.78,446947.56,444878.5,431862.25,428186.53,455585.34,479996.2,502937.1,540099.2,570117.6,605993.8,633562.2,661019.7,663178.2,678709.8,681912.56,667413.5,650809.44,644734.4,602807.9,570310.9,546961.75,514064.1,485069.8,454259.78,435226.25,432805.8,436337.06,433492.4,443784.75,465942.38,499278.94,520300.06,557702.4,590908.8,623627.94,641318.75,666031.8,653489.4,654973.8,657431.6,649092.94,623877.5,608866.4,565182.5
5386.7626953125,5223.0,5074.5137,4879.121,4739.176,4634.7495,4568.1104,4445.4814,4617.3164,4650.9634,4765.012,4873.0366,5111.8115,5237.977,5417.0435,5519.74,5519.8887,5678.0225,5737.77,5785.9243,5764.1006,5930.2007,5799.3003,5640.881,5493.1465,5177.974,4996.426,4772.1787,4606.941,4681.448,4557.8013,4480.1235,4569.6753,4624.088,4751.494,4801.3193,5066.4263,5173.3267,5417.0356,5418.5723,5701.095,5580.254,5716.3247,5833.1675,5936.2593,5835.4653,5753.297,5518.504
1410.7239990234375,1283.543,1194.0802,1005.6676,943.48267,889.0946,753.7857,704.19086,764.27985,784.57227,816.14764,903.0339,946.4323,1067.787,1199.3302,1236.6268,1302.4873,1404.9775,1495.5789,1530.9287,1554.1171,1591.9718,1551.3505,1460.4512,1419.7612,1276.3782,1151.4951,982.8424,909.96356,811.7944,757.97046,708.7575,702.96674,744.7432,801.5109,847.7357,942.50696,1034.7673,1112.8894,1199.2079,1317.5132,1347.7518,1409.8458,1498.8868,1567.1487,1525.5491,1516.1307,1445.778
30.5240478515625,52.18799,348.34875,463.13,689.4921,1053.4,1493.5878,1871.1221,2411.2756,2650.247,2713.7817,2650.0444,2347.2222,1859.6028,1480.1157,1014.60266,851.96716,459.97815,248.61243,198.41364,76.7063,-50.35144,142.09583,102.40051,13.410156,147.41956,321.09064,509.53918,751.66315,1078.485,1478.8103,1877.6409,2243.0405,2768.355,2750.0723,2764.252,2664.137,1844.9568,1520.1094,1306.6788,800.8181,616.90607,400.00946,121.62439,115.86377,113.79736,-20.218994,110.17139
27.20404052734375,41.43628,242.23126,311.86987,464.31207,739.31305,1048.2896,1346.7249,1789.2625,1952.6665,2007.9077,1972.269,1741.713,1400.3824,1126.6508,781.39764,677.2603,392.73352,221.50873,165.69153,68.349915,-22.924438,93.73419,93.82355,3.3322754,96.0036,226.70172,337.71625,505.85837,750.6766,1052.6301,1372.5446,1634.6986,2019.1013,2013.7996,2049.8137,1962.4644,1406.1453,1168.6786,1021.1194,651.2705,462.05994,331.1485,94.108215,78.89996,76.516846,4.2460938,85.04828
18.080810546875,13.044067,151.92822,244.77606,372.47034,588.03235,872.9456,1193.7125,1650.0579,2030.3997,2146.7778,2345.0366,2406.08,2308.888,2119.327,1911.7273,1702.0673,1399.1952,930.1535,715.83716,479.88855,178.66321,161.11725,103.464966,86.7251,21.104858,84.16638,304.36096,405.79053,604.99945,985.9442,1284.3584,1608.9987,1943.5344,2184.518,2365.988,2471.61,2256.1375,2229.5083,2103.047,1753.9891,1376.1631,1105.2822,764.65356,413.18988,324.70312,200.69226,106.47485
-24.443603515625,12.524902,278.49976,474.7235,741.2126,1061.5159,1518.1954,2001.6987,2587.7742,2998.0703,3072.986,3134.559,2990.866,2599.435,2286.3916,1846.4738,1618.8896,1256.122,833.97876,668.8807,439.50415,167.51514,221.41028,171.27795,67.87378,67.952515,211.89758,579.04266,763.42346,1175.3845,1622.9401,2004.1616,2451.4824,2995.5566,3065.9963,3202.958,3187.4922,2553.1958,2378.302,2152.4424,1697.061,1377.4955,1080.8723,722.07904,456.57666,466.49536,211.89685,135.39539
40.967529296875,182.1012,261.4937,473.85175,690.53125,901.0911,1158.9198,1445.6295,1758.1616,1936.5845,1975.2971,1871.8694,1843.7407,1550.7654,1265.43,1095.0428,917.10254,741.5898,387.39,326.86584,226.66052,19.035706,103.07501,87.5155,68.918945,187.3584,234.30121,562.9218,712.4667,1026.5637,1208.8763,1410.383,1628.5483,1938.5597,1859.8494,1940.8896,1883.1677,1589.5813,1422.1625,1197.5165,946.81775,770.21497,589.0095,420.50067,163.66498,226.61334,127.6767,74.81665
82.20404052734375,123.26648,234.69397,414.43872,568.0477,724.70233,908.099,1201.5588,1462.6299,1616.7312,1689.5587,1658.741,1655.4741,1482.4214,1283.2539,1109.6505,943.3112,812.31726,551.70734,429.53192,304.20447,144.1076,208.70905,163.05438,186.09479,132.58405,264.9002,469.30893,568.6742,816.9344,989.3892,1122.3279,1357.8862,1636.9038,1629.1782,1693.1703,1728.0083,1462.9673,1338.0269,1179.918,1007.3356,812.88,643.1791,480.77536,284.8775,263.55432,133.46613,73.34021
10.945404052734375,15.218842,34.61197,91.86017,88.333496,126.53317,136.83484,163.27722,182.6175,208.78908,226.13766,219.88992,223.38943,215.767,192.7328,146.73953,140.59601,115.17891,71.00606,62.08513,25.563736,5.6500397,16.631943,31.68956,26.428162,21.247925,73.78604,67.7077,103.90836,109.03146,139.6266,176.29381,183.16086,209.53604,204.55905,241.78265,234.36647,233.4707,217.96169,195.55199,118.05578,106.02363,93.53359,41.796448,-2.8972015,3.4864044,5.785721,20.98674
12.708503723144531,22.234165,28.534824,47.816105,48.997025,63.217648,69.69073,84.06601,100.51388,97.58759,106.17443,92.967094,90.315994,78.41986,62.08504,49.85776,43.363342,35.906975,18.950153,16.209549,15.501938,3.8173943,15.410393,17.941341,18.926773,26.940826,36.371326,43.59729,60.02281,69.04792,74.48505,80.32747,92.9981,103.597015,90.15001,96.40846,91.20905,75.85377,63.2168,56.1879,44.52246,34.011333,27.303276,12.235294,5.8135185,11.09803,9.168175,13.6651
42.13059997558594,50.218094,116.1077,149.60403,157.99641,189.24265,209.97534,274.30997,340.52142,323.27502,333.32953,328.01523,318.0134,258.68793,233.4812,184.65697,136.46622,104.41233,69.40848,36.067825,39.470154,20.296097,97.67551,79.86073,116.9376,65.11168,131.85126,142.48996,170.71063,201.1033,235.31259,260.94717,290.49133,337.54736,327.88916,337.14203,352.9742,258.66907,227.27258,161.9651,145.12636,108.71813,69.88272,36.02704,32.38504,24.398819,17.545074,12.180298
31.041213989257812,41.782333,63.32109,111.16682,137.42242,163.2719,172.61464,242.08978,255.83835,261.9998,265.95825,254.61804,252.65382,225.36243,213.304,182.37482,147.61404,129.67032,80.99325,62.711296,48.341522,25.06511,67.48307,55.456406,75.4303,48.083923,84.5091,109.19404,140.01286,172.50256,188.11555,219.88583,243.02992,265.4221,268.3515,271.77826,266.75653,233.6671,207.60362,184.6865,152.13696,130.12189,95.461365,66.9174,37.279236,44.115295,23.268982,19.76004
11.014678955078125,14.69458,19.053658,38.936737,71.7132,98.770035,137.44911,180.72014,246.22542,280.50647,253.79727,260.3626,213.2422,192.0782,126.96625,98.62099,107.48372,115.69583,34.17813,57.316704,11.184753,-29.040604,-32.675903,-1.9391785,-29.903152,23.592201,30.669266,67.24377,94.09042,101.715385,156.3366,178.62497,207.20786,279.82202,253.98752,261.58273,209.29308,203.66954,157.0848,157.9593,93.885735,88.634094,85.266174,56.757835,-1.0524597,30.758034,1.4458923,22.172707
-11.08367919921875,12.2682495,35.345474,87.93375,103.34056,162.84476,222.44698,269.15497,371.95105,429.44574,395.528,413.67957,367.0385,334.82336,245.61284,214.31622,211.04916,188.9008,84.57869,91.94783,46.937195,-25.533401,-34.490738,-16.171677,-18.97876,27.44458,42.87741,96.9108,133.81107,167.18698,248.89725,294.22693,332.1458,417.1017,403.5653,427.3495,378.68402,349.7365,306.2344,305.61908,199.46146,169.85599,147.48618,94.07591,7.7361145,37.871475,-4.4097443,30.84372
86.8931884765625,121.85303,277.6099,406.82974,466.7611,430.31934,576.2218,684.2933,766.21594,752.417,741.96063,779.2853,704.5729,533.0015,574.3127,371.71964,343.46683,209.0127,156.60211,92.7659,54.11264,56.398895,317.72266,146.10925,302.30597,157.36243,276.52466,395.2566,386.94135,501.90207,526.433,612.8281,662.5454,762.00305,779.6424,753.09705,831.70483,539.38043,505.37042,347.49344,330.26608,239.45538,138.58624,126.404144,128.91516,86.21481,27.788025,17.501953
44.458221435546875,70.89978,86.3806,149.21036,194.29819,239.30533,301.01,384.99792,441.04782,519.0568,541.4326,532.836,556.2036,520.5093,466.1803,429.94553,373.80692,343.03134,258.92062,205.8218,158.00623,96.72449,83.47958,68.22531,83.55432,67.01599,83.05417,166.7402,197.325,256.42154,315.7691,361.85236,447.11737,515.41974,528.2257,554.6044,571.0909,510.78992,486.12875,459.8898,412.61456,349.21524,292.4344,227.73657,146.86697,142.32669,81.15637,55.674652
-0.70196533203125,-12.016785,109.86731,176.91113,264.3441,413.6303,602.3219,803.1559,1078.9016,1262.9058,1327.4784,1422.8241,1403.6396,1271.5677,1129.222,965.9747,817.494,630.44196,406.2282,280.9255,204.59952,53.261414,86.79852,34.36194,50.459106,33.19104,73.76526,202.74316,293.79498,426.73123,650.7589,819.70514,1022.7197,1243.9624,1345.972,1432.2615,1475.7487,1246.4757,1165.0251,1059.2698,832.8833,643.20325,488.35413,307.72253,164.65265,151.3761,65.87677,78.07269
42.54254150390625,100.11267,278.39835,374.31177,500.5125,698.2537,936.02625,1153.752,1420.8258,1453.3679,1442.8154,1324.4617,1151.7773,894.8716,701.24695,524.593,456.82043,268.2691,167.45203,100.52435,58.99933,7.0947876,130.0888,107.71637,84.58063,161.36432,237.84229,386.856,549.9735,749.6008,981.84686,1134.1532,1252.6448,1514.5039,1378.8845,1373.8884,1323.0875,894.84656,770.18823,636.41345,431.86063,333.76306,248.89468,75.838135,88.26294,95.10339,8.927612,74.43512
81.0235595703125,83.66092,176.47594,274.86176,344.14856,402.5876,484.7222,613.3157,648.48883,663.836,689.4243,602.78314,603.42535,489.10913,424.15958,370.67224,293.89316,214.1458,149.37111,86.46121,78.73126,59.25357,166.29425,111.66098,160.05006,122.348175,183.80627,267.77313,343.9141,431.23648,509.25174,544.11475,596.48065,670.4061,652.3286,630.05615,675.65125,478.46722,445.42886,363.24326,298.58255,257.4195,146.03038,104.560394,90.52524,98.8739,43.443207,32.016785
43.07196044921875,67.31317,154.46228,228.74985,283.65594,302.3599,369.95364,472.1264,509.17322,523.597,524.8894,510.93567,489.97452,387.49802,383.14435,285.24335,239.13785,165.80609,108.61299,65.67587,49.09192,36.210358,165.23174,92.45442,156.85072,85.7289,154.82266,223.50159,257.60547,325.2916,373.40372,415.5578,451.85327,527.64734,534.803,511.99792,548.57916,379.0492,356.4829,270.8772,243.8222,191.4375,102.68887,84.46132,76.13522,62.13881,28.978363,3.3063965
4.527740478515625,31.920837,52.561493,114.226166,147.62497,227.65628,379.7209,480.4973,668.35834,780.64966,828.12195,906.3125,933.98425,899.917,865.3001,808.32556,751.9282,643.2826,472.34918,346.86383,246.2623,147.70926,68.538025,43.13434,2.575409,13.731995,26.50467,72.96387,165.8848,240.22484,417.36697,542.0938,649.61597,801.624,847.1999,874.0497,904.48474,913.62024,923.7954,864.25146,753.2909,599.34955,514.6849,386.40552,228.93176,138.81552,81.237885,48.494415
0.612213134765625,82.87851,159.43861,285.28503,309.26065,383.71564,477.60425,526.8381,610.39667,594.08075,604.9981,649.845,645.81555,589.27954,507.48145,448.97885,382.18823,268.71982,144.43835,133.81857,65.84219,66.35159,22.92392,11.886414,58.97824,70.94617,134.20816,250.4922,324.73996,404.13354,495.89963,591.35474,557.79803,630.1222,657.90814,632.50287,632.1831,574.5986,541.9893,478.96182,389.45944,265.82773,206.73962,137.21806,88.22177,40.658386,27.229126,12.479248
154.53387451171875,97.29523,104.9469,159.07214,202.59204,293.57568,440.58047,546.12036,735.72186,859.0595,921.5448,1025.9397,1054.2897,1031.4293,1055.0,998.3104,949.17896,903.93335,713.7907,638.95184,535.28406,425.62543,277.2118,235.92377,135.8739,101.83801,88.52869,104.020325,237.22153,347.06027,529.80066,603.909,726.5804,890.8752,969.2521,974.8945,1059.4647,1097.6665,1118.5569,1108.2527,1009.7519,854.6175,810.03705,661.4168,517.3732,383.77243,343.3114,230.50479
105.7113037109375,172.53894,326.53052,733.3822,949.349,1287.3721,1731.6147,1897.4939,2422.6038,2557.4697,2631.8335,2644.9158,2539.3389,2267.2458,2034.686,1755.5408,1572.2203,1185.5137,912.04065,686.9751,502.19794,261.21716,165.5625,152.281,41.579224,87.18652,303.85376,630.81885,981.494,1403.6915,1759.4934,2077.7603,2306.4043,2755.6904,2645.1494,2676.0237,2623.1167,2306.3496,2145.3748,1994.8988,1589.0404,1296.7548,1011.50977,745.6571,458.78583,265.0569,192.48303,40.933838
44.916259765625,66.98451,80.23694,199.4031,233.81018,249.35799,315.84433,325.29395,381.7725,369.05756,368.47623,346.70758,290.85217,270.82178,236.74687,209.55165,192.04309,151.33167,137.58365,137.19919,106.43109,90.47337,57.388367,59.12941,51.590652,44.541367,80.15109,160.3771,210.10426,288.81747,329.19415,355.77405,364.2511,426.61426,373.34885,353.25986,364.26312,301.77417,266.93292,276.18896,217.07259,183.35986,148.16373,124.00705,107.18222,79.140656,49.685516,14.422028
137.134033203125,189.72821,240.12244,618.02966,690.3621,775.30365,949.2349,1017.4064,1191.2966,1135.158,1138.8882,1131.874,994.48303,879.1887,741.6098,619.8189,570.8571,423.56863,339.68488,318.83957,212.54565,139.63306,143.71484,127.48541,102.460144,111.24945,268.0077,504.51144,705.3195,888.4507,982.20593,1112.9021,1146.5415,1301.9913,1167.9343,1170.4768,1129.1975,978.2455,812.7653,819.73987,575.1009,511.02634,400.12436,330.2134,178.70337,150.836,86.70776,33.52539
33.6845703125,73.703735,150.35258,261.75427,284.4628,410.58783,548.82404,539.2598,777.76666,768.0038,762.1812,802.2354,756.0223,668.97327,554.7796,465.87375,395.1558,262.41492,138.93231,112.3136,72.16531,8.975708,17.957397,34.379486,13.296692,65.01233,166.4467,234.33104,281.76093,409.49945,511.68323,606.7881,650.6418,797.02075,757.24524,762.27856,758.9147,643.2904,580.0094,472.33746,378.43658,257.15735,182.19583,105.48645,50.851257,-28.240845,39.309387,16.007172
319.49603271484375,511.77246,650.6671,883.91956,934.9971,934.7503,1033.3074,980.6509,886.03906,735.93585,667.9658,502.44482,412.01962,310.4233,250.49097,169.04684,210.50546,107.86902,107.058136,43.648895,114.18866,115.02994,118.02356,214.07394,372.90973,475.11987,631.2813,832.3924,893.5206,972.57263,984.37085,1066.0532,810.0863,777.36615,620.0222,481.1586,431.7104,326.45346,243.66977,175.59824,206.17908,139.22684,81.017334,111.60968,120.24933,150.5668,175.36691,192.56339
35.574462890625,47.961235,67.599014,102.24016,136.57233,166.3887,230.11731,239.19064,285.60516,285.00568,262.0275,243.61147,222.89398,181.09123,162.5164,134.71854,123.053635,100.19452,67.8162,54.260567,42.75257,30.522446,34.41809,29.083397,23.741982,32.818184,62.27088,94.20291,130.4349,176.838,220.71542,249.92654,258.35703,300.44434,262.0973,250.57951,231.60754,194.16542,173.84401,151.12488,122.55459,103.83551,87.87372,65.693245,49.09475,36.960335,31.295708,20.138168
485.6515197753906,743.96686,881.1495,1083.2335,1263.8491,1414.5583,1520.4518,1538.9277,1569.9897,1543.2349,1326.4694,1184.2961,1009.6124,804.3086,486.25986,306.90167,204.54352,128.07922,-27.434143,41.563538,78.87286,30.108398,81.29181,378.2425,419.51013,638.4551,871.2364,1108.9666,1352.6406,1402.6953,1508.4292,1604.4795,1532.5243,1603.1855,1385.5535,1247.0869,1005.2772,777.5912,568.7991,412.0241,206.03741,218.62628,136.97546,29.706299,62.0719,107.848694,139.26788,343.88898
55.88385009765625,65.33292,109.761154,207.70502,273.69458,341.6074,382.51797,452.39978,552.58356,547.759,539.9431,572.90027,508.38812,489.47272,381.10638,350.02927,281.20013,215.9437,156.70442,123.553375,74.30994,-10.081207,-0.41592407,69.9899,55.40039,58.106934,122.92311,209.53812,286.0111,330.8949,421.07477,501.81335,526.45264,589.8483,575.0391,574.2922,576.8123,483.83698,418.29218,413.93903,249.73505,235.07475,199.27216,79.89975,27.983765,19.770538,10.357208,22.459747
181.28936767578125,153.32608,167.86896,184.32095,232.88419,320.2911,408.78613,493.47205,639.2177,729.8497,781.94055,833.9068,851.9873,860.28076,863.85284,879.4396,865.1345,769.0977,694.704,565.1374,484.595,388.0063,266.3065,163.70413,140.74603,137.41684,155.27048,124.06442,224.82495,294.28485,462.09317,544.99243,618.8826,795.36475,784.33234,816.0394,873.5962,872.5724,909.3939,860.4353,813.62036,706.4986,640.3339,519.6992,422.18274,268.0186,223.14743,168.04437
19.6826171875,53.24066,70.62918,112.16684,128.8428,182.56845,274.46442,334.0558,409.09723,573.2605,593.5,684.18005,746.0205,772.8221,731.14294,738.4444,680.7417,594.529,459.44315,352.11935,224.83833,109.09808,24.711761,9.989746,24.62439,38.959076,57.646088,110.49292,142.01178,140.32227,315.76852,428.82538,492.3078,563.5476,663.2643,676.1731,720.3473,751.86957,789.8967,778.8252,672.6506,541.2704,458.7035,312.96835,182.72856,121.49658,43.830902,24.403229
189.81231689453125,230.10889,209.29254,428.87582,513.1915,669.36096,788.3277,903.11664,1013.88464,1094.5571,1159.6951,1099.825,1113.6665,1173.5952,1140.9736,1161.1554,1120.2557,946.2141,861.3707,610.6411,540.5333,386.50723,220.47638,129.04474,160.09888,137.12994,241.93933,345.48758,536.52136,631.4329,872.84454,920.4702,1048.0411,1154.2292,1067.0745,1057.3503,1145.1094,1199.3479,1168.4801,1180.5148,1110.1809,946.36774,763.0298,591.4564,425.73557,357.22064,212.08636,127.84338
35.25364685058594,51.326454,71.40886,128.47092,145.79074,153.38205,197.34607,218.79202,250.99898,244.38696,245.93947,227.88239,222.03946,185.75613,160.43288,120.77857,106.49902,60.671288,48.260216,38.37108,22.864288,16.47902,19.124985,14.321671,21.867935,36.776054,75.58102,125.56413,134.06401,159.1922,187.08043,215.81796,216.79016,241.92949,225.90326,200.51135,195.57214,177.91158,146.35815,121.88564,98.72542,60.983,50.92108,28.214996,31.052887,19.550812,27.92984,1.1552734
15.749649047851562,31.226158,57.50676,97.40819,113.327545,143.2245,182.81107,207.83838,243.19846,244.7486,238.25616,238.48883,220.64554,187.42198,158.14784,144.30838,133.16728,89.3259,79.37311,60.294464,39.63913,19.268501,18.47232,21.756737,16.717728,30.480484,49.70333,85.847626,121.33076,156.74506,184.19164,220.62494,236.3841,267.83234,242.12352,237.86679,230.036,199.79028,176.89902,160.35721,126.55112,101.988846,86.19558,51.2153,33.044487,18.694267,-0.76275635,3.8599548
211.707275390625,279.9867,353.71484,844.99445,1016.90424,1292.6954,1562.4307,1848.6334,2194.6162,2420.2642,2468.5508,2532.1064,2635.2896,2611.292,2229.2305,2149.2878,1819.8218,1463.4081,1134.3428,789.3049,545.23535,259.81873,116.17078,132.25354,185.42273,222.71777,495.83105,783.4846,1067.7859,1160.6938,1612.4648,1874.6384,2226.6584,2487.433,2407.0225,2435.5051,2605.427,2572.5645,2416.8496,2181.9346,1696.5376,1443.2229,1149.8511,674.39307,384.54236,219.771,93.87134,146.453
55.332489013671875,91.54085,116.48015,189.98953,251.10545,287.00333,415.59943,452.50095,548.2754,546.05255,557.31946,489.23932,485.63928,431.88058,353.3215,312.45312,272.5291,180.70291,110.05621,79.24727,58.34407,31.769485,21.051178,12.555908,12.588196,64.46657,107.98146,192.26965,222.5028,303.47818,398.4485,421.21887,437.9535,526.8625,459.7967,432.2979,423.45288,411.06818,358.5316,280.38495,231.98618,157.08046,119.95938,57.35907,61.079315,45.43245,63.17871,27.120697
7.7275238037109375,24.767288,31.976242,78.32741,72.51395,106.74112,184.36389,231.31934,282.83545,345.66794,346.51712,372.06296,388.46405,367.44763,363.89172,368.79944,334.8189,286.5341,214.43695,153.83357,107.35836,50.20616,21.580292,6.0192413,8.821976,18.801376,28.996979,54.827515,86.79344,115.773476,203.82469,255.52719,296.78928,358.594,346.13635,348.5885,368.3105,378.84473,391.82562,369.83954,339.45526,261.48535,219.45808,157.21875,83.964386,61.800858,19.479416,-1.5184479
