V1,V2,V3,V4,V5,V6
2488.6318359375,2651.3787,2796.8513,2951.312,3104.6577,3231.2896
9116.5888671875,9917.207,10587.529,11374.945,12070.337,12865.697
2032.2042236328125,2098.5652,2158.9963,2210.8145,2271.1177,2296.6794
6017.80419921875,6236.587,6413.1836,6537.9946,6685.441,6547.8594
8315.51953125,8770.352,9175.6455,9633.034,10033.965,10492.292
5571.59521484375,5522.401,5399.6133,5463.215,5387.125,5665.886
12626.31640625,13023.48,13402.139,14078.93,14605.936,15002.756
6968.326171875,7136.9097,7283.3804,7458.4595,7597.462,7774.7915
6142.017578125,6176.525,6198.9146,6257.948,6273.2114,6289.246
1023.8080444335938,1027.142,1040.8873,1029.6825,1023.38367,1049.895
5531.2451171875,5907.0728,6230.668,6599.0747,6939.961,7171.448
6251.0029296875,6654.0605,7000.284,7364.54,7683.255,7936.41
11767.125,12614.738,13457.144,14264.743,15116.096,15832.779
6700.6630859375,7266.5938,7750.999,8281.775,8781.466,9364.743
2257.380859375,2385.5347,2499.915,2611.1516,2721.122,2790.19
3324.47900390625,3496.563,3648.9116,3816.419,3971.6438,4120.6855
14012.958984375,14758.479,15400.155,16108.305,16786.791,17325.537
5087.20166015625,5447.2114,5754.6787,6114.2656,6428.6104,6787.8545
2895.931640625,3057.7698,3202.7808,3329.9087,3465.8994,3544.6409
8502.802734375,8596.841,8686.37,8764.272,8836.439,8697.417
7722.4931640625,7889.424,8045.915,8215.54,8377.31,8434.634
4318.82275390625,4431.376,4569.2153,4679.042,4777.4053,4751.004
12897.1611328125,13010.503,13150.718,13224.747,13302.319,13326.69
6128.6865234375,6311.979,6481.656,6651.043,6810.217,6981.2847
6134.14599609375,6311.8096,6476.3555,6640.325,6793.38,6960.545
6115.072265625,6327.74,6524.1895,6718.428,6905.296,7078.7305
2018.1507568359375,2090.4653,2160.3638,2224.0625,2298.2437,2338.5327
4203.7978515625,4415.089,4596.2217,4806.2065,4987.1465,5209.8535
10288.8369140625,10602.834,10866.552,11017.828,11164.759,11372.594
9849.765625,10222.837,10575.191,10951.33,11316.332,11605.422
9356.55078125,9849.537,10297.473,10786.034,11220.097,11746.732
8527.240234375,8556.492,8578.382,8606.649,8628.99,8761.639
7534.412109375,7672.1074,7797.3623,7965.1064,8088.6353,8226.22
9124.6435546875,9537.868,9901.354,10207.934,10571.797,10778.02
1534.304443359375,1540.6537,1545.967,1552.1948,1558.1008,1562.735
4574.880859375,4609.0205,4642.4204,4669.7007,4698.7686,4735.5034
3189.97314453125,3328.7825,3461.4622,3586.392,3712.2034,3823.4233
5732.83203125,6076.5557,6360.4863,6709.782,7015.3013,7371.1
5306.85498046875,5453.5176,5567.9297,5692.696,5811.7866,5864.7754
4803.8193359375,4957.214,5084.9243,5217.087,5334.536,5403.415
9811.283203125,10549.452,11051.145,11904.656,12528.742,13142.285
9107.12890625,9463.986,9863.2,10393.52,10792.826,10944.541
388.30450439453125,409.95074,457.3504,385.60553,344.6302,522.69946
7147.43505859375,7447.158,7702.4897,7927.193,8160.948,8218.321
7092.9580078125,7327.0664,7519.55,7787.33,7991.0664,8216.421
935.593017578125,923.5225,920.69165,922.85065,922.0888,935.36475
16312.0390625,17145.672,17894.477,18673.664,19374.434,20230.7
4418.24560546875,4561.8345,4701.2456,4828.0444,4957.411,5084.0015
2143.08349609375,2296.3088,2427.8457,2544.625,2661.5686,2689.2405
2130.9306640625,2247.0496,2352.1191,2469.2244,2574.81,2644.151
8716.8955078125,9267.8545,9728.589,10207.463,10640.94,10940.951
5433.0517578125,5183.2007,5363.0117,5273.79,5181.1406,5482.74
17155.84765625,18585.836,19838.81,21272.562,22563.086,23820.965
6119.78564453125,6595.9873,6986.924,7511.13,7914.8345,8400.277
4374.416015625,4545.4897,4710.4014,4866.825,5018.8477,5225.0186
5415.39599609375,5766.374,6052.998,6370.704,6639.6636,6828.5566
18897.703125,20150.504,21237.223,22483.824,23530.148,24633.16
5758.33056640625,6198.125,6581.6553,6998.4946,7395.115,7746.879
5932.34326171875,6179.5044,6384.084,6562.9844,6744.7407,6818.3213
7341.64208984375,7371.103,7390.996,7428.9966,7432.23,7449.716
5944.5341796875,5847.1196,5663.6562,5703.0156,5746.569,5446.2915
8348.7666015625,8458.866,8583.65,8678.924,8768.6,8868.424
6658.22705078125,6991.2905,7242.62,7604.697,7873.7227,8136.5522
9237.4677734375,9415.806,9440.706,9480.914,9552.1875,9668.18
8654.337890625,9182.219,9792.752,10462.407,11042.714,11597.52
4060.968505859375,4417.4854,4718.037,5053.743,5374.075,5654.9917
2478.136962890625,2627.1265,2747.9912,2892.107,3021.6118,3146.4927
6406.61328125,6985.9146,7481.991,8064.3145,8606.921,9224.024
3075.43212890625,3255.291,3409.7368,3581.2686,3740.588,3893.4634
3998.028564453125,3980.3218,3993.4854,3957.836,3925.384,4185.391
2758.047607421875,2961.392,3116.601,3324.081,3512.0112,3764.1626
12183.82421875,12997.999,13686.658,14502.98,15206.751,15917.378
1750.6783447265625,1792.495,1844.6129,1867.4526,1904.6669,1918.9587
9208.736328125,9727.643,10199.773,10709.937,11139.432,11557.209
6347.7822265625,6757.839,7108.662,7488.6797,7842.639,8156.753
3273.25830078125,3425.8677,3531.8171,3694.6792,3832.9119,3907.626
2254.283203125,2341.4412,2412.087,2495.5,2561.6128,2642.542
2371.630859375,2534.75,2660.4243,2814.5278,2942.9907,3089.5244
10702.8974609375,10848.554,10993.465,11108.087,11277.839,11343.819
2267.83984375,2435.091,2552.5303,2702.031,2812.4446,2925.4556
8077.166015625,8509.374,8887.681,9275.194,9689.065,9985.151
5675.326171875,6159.8823,6578.236,7075.7686,7512.399,8022.57
8331.123046875,8900.134,9410.049,9919.026,10430.809,10817.457
5332.92236328125,5395.4907,5451.7524,5521.2407,5582.2783,5681.4272
2376.92138671875,2385.7632,2380.8335,2387.7502,2384.7266,2415.2095
4796.388671875,4976.467,5133.1885,5309.713,5442.32,5611.009
1611.0545654296875,1636.2621,1639.5767,1673.2856,1690.2101,1692.3567
14117.4013671875,15086.545,15877.265,16844.547,17685.662,18529.414
12441.0380859375,13116.717,13685.475,14361.671,14956.346,15542.688
2403.301025390625,2524.0686,2627.974,2745.53,2852.584,2977.5022
3190.3310546875,3401.8425,3584.836,3790.6646,3972.5615,4160.7744
3746.250732421875,3859.842,4057.375,4130.123,4250.2266,4514.1504
1605.661376953125,1608.321,1639.5199,1641.642,1639.6632,1662.9349
5828.416015625,6151.475,6431.2256,6738.535,7026.616,7339.566
3239.039794921875,3537.3086,3798.748,4081.5322,4353.186,4596.752
4370.0830078125,4727.533,5041.7666,5380.6567,5700.965,5964.6787
7216.2109375,7654.5234,8044.953,8457.121,8844.02,9162.508
4735.09716796875,5128.8853,5447.291,5760.068,6092.764,6360.4873
4214.55859375,4567.7896,4875.9336,5230.0776,5571.614,5913.294
5954.55517578125,6291.259,6594.4326,6892.5723,7201.368,7400.3623
8279.9794921875,8512.182,8665.104,8906.786,9122.672,9289.119
8939.34375,9331.919,9673.784,10076.137,10423.703,10845.98
8049.998046875,8551.092,8992.832,9475.962,9918.398,10365.74
5314.65625,5651.609,5964.3096,6248.6523,6556.166,6801.0327
4518.3779296875,4646.275,4755.1455,4862.653,4991.016,5066.092
10749.6025390625,11191.352,11608.697,11999.747,12349.3,12689.859
6907.8505859375,7357.9653,7758.661,8114.8535,8489.363,8655.578
14933.2255859375,16151.553,17158.115,18423.926,19510.477,20882.2
10368.3046875,10609.967,10830.511,11060.647,11266.543,11495.547
4961.5380859375,5245.7397,5489.2656,5771.171,6033.326,6293.5977
2370.7568359375,2441.0327,2440.923,2468.5356,2497.0469,2518.3088
12599.44140625,13597.027,14456.073,15448.006,16348.485,17323.223
2856.10791015625,3025.3215,3173.2441,3333.9558,3487.2935,3628.789
6764.841796875,7188.792,7546.9805,7958.289,8340.8125,8813.152
3960.74951171875,4198.2783,4415.1504,4649.1387,4861.1562,5032.1357
2331.18798828125,2365.0554,2310.296,2389.9946,2382.4824,2493.9932
2422.93212890625,2608.6372,2771.0952,2958.9177,3120.188,3281.4727
15958.2744140625,16531.482,17066.947,17557.812,17995.152,18546.865
2289.58740234375,2305.6357,2337.4116,2297.3176,2332.5964,2357.861
2514.36669921875,2551.6301,2530.4067,2644.5864,2741.1548,2820.0967
2314.46044921875,2395.788,2443.1877,2515.2136,2566.025,2628.2249
9148.8974609375,9817.09,10393.47,11039.189,11637.723,12203.373
7188.19140625,7740.8823,8232.605,8782.325,9282.957,9746.346
5116.2724609375,5562.0215,5944.718,6343.9136,6757.836,7095.042
9479.28125,9796.804,10058.283,10322.119,10602.23,10710.065
2104.414306640625,2154.9038,2192.2524,2254.4019,2312.7795,2362.6128
11372.681640625,11952.897,12478.168,13054.048,13627.427,14112.66
9673.958984375,10250.25,10730.162,11309.458,11826.543,12340.71
5089.017578125,5329.7324,5534.2344,5783.177,5998.956,6243.633
12367.3544921875,12387.679,12347.417,12388.895,12407.156,12475.645
2054.455078125,2200.4229,2320.5522,2467.8267,2596.7854,2751.6265
3981.246337890625,4002.933,4018.0166,4091.972,4128.362,4043.9932
3230.714599609375,3357.6985,3468.583,3592.8745,3697.9417,3797.8518
3482.2548828125,3743.1558,3962.6543,4225.904,4453.3423,4686.272
6479.1875,6644.251,7256.3193,7500.913,7775.861,7536.265
16652.33203125,17815.793,18761.621,19858.367,20832.846,21767.986
3796.662353515625,3838.7944,3801.2004,3946.7712,4052.6106,3985.9082
2026.0941162109375,2150.7432,2255.6567,2341.1584,2427.5298,2399.416
6135.8720703125,6592.466,6993.054,7447.758,7858.68,8268.035
6747.8408203125,7281.7754,7745.5557,8245.07,8712.456,9090.236
4141.291015625,4389.8354,4594.9707,4786.653,4980.6724,5043.763
2775.79638671875,2865.454,2937.0303,3042.67,3141.843,3215.212
10442.8642578125,10730.633,10972.793,11312.066,11595.599,11880.925
11620.078125,12199.866,12260.03,12418.565,12582.058,12762.9795
3357.414794921875,3624.6846,3863.4106,4160.855,4421.439,4723.252
7409.4052734375,8023.142,8596.267,9254.681,9860.391,10493.465
1912.51513671875,2027.2642,2134.7356,2243.1914,2355.1475,2450.439
2665.322998046875,2845.9136,2997.0664,3166.085,3332.4302,3450.2148
3017.09375,3243.5566,3457.9683,3705.1519,3931.1086,4177.447
4717.94287109375,5081.9614,5447.1084,5834.3486,6204.0703,6572.47
4905.78662109375,5223.1006,5533.037,5825.4575,6120.4883,6517.6875
15141.94140625,15875.547,16498.379,17228.54,17812.625,18306.936
3518.51318359375,3796.375,4041.877,4316.063,4561.02,4779.6665
9750.037109375,9734.785,9796.871,9878.238,9962.906,9980.34
1230.489501953125,1217.6796,1211.8275,1205.5139,1199.0614,1247.8931
8052.5458984375,8412.263,8734.954,9049.181,9370.78,9488.3955
7756.474609375,7874.337,7963.7163,8036.63,8127.386,8078.2505
1126.2015380859375,1126.4236,1054.284,1167.9679,1178.1016,1304.9635
8848.376953125,9097.552,9305.885,9555.634,9749.613,9970.95
9519.19921875,9588.936,9658.207,9737.929,9807.358,9877.903
1049.1046142578125,1054.0509,1058.5098,1062.1163,1067.0209,1069.1597
1252.68359375,1256.3353,1251.8325,1256.6821,1261.1082,1280.3262
6623.57177734375,6995.867,7309.329,7670.5107,7989.451,8320.629
9307.1201171875,9425.385,9524.081,9613.598,9720.932,9762.936
12206.345703125,12569.551,12935.363,13274.197,13547.81,13767.583
6343.19140625,6777.823,7131.087,7535.853,7869.4385,8115.3203
3709.421875,3897.1812,4050.7397,4203.6323,4352.396,4396.3857
2473.2490234375,2685.0571,2854.2603,3077.537,3262.8145,3506.813
2707.8740234375,2802.2295,2862.3174,2974.4739,3018.0527,3145.0083
1759.345458984375,1787.2832,1806.501,1839.2247,1862.4778,1895.3479
3647.15869140625,3911.4487,4129.6855,4413.006,4655.464,4941.29
4563.0224609375,4896.323,5196.0806,5539.9805,5856.4287,6261.9194
4002.357421875,4067.8408,4109.8613,4210.6772,4289.991,4339.2344
13289.7734375,14154.622,14898.723,15682.668,16444.213,17104.527
5559.041015625,6042.818,6375.685,6832.4424,7174.6396,7550.8105
4062.0400390625,4215.545,4341.848,4492.9873,4609.248,4749.7075
4427.46923828125,4597.943,4743.1836,4891.712,5013.595,5147.8623
10820.16796875,11525.038,12147.752,12827.879,13466.0625,14072.125
7369.0126953125,8035.8965,8618.66,9231.724,9876.775,10520.085
8060.0634765625,8657.549,9097.508,9684.954,10141.375,10641.03
12300.7939453125,12796.709,13176.375,13616.526,13997.612,14523.908
16879.49609375,18013.334,18854.152,19828.395,20759.812,21422.393
8178.71484375,8569.729,8896.399,9277.711,9615.796,10068.355
3112.21533203125,3298.121,3450.6487,3631.121,3784.4614,3934.361
9089.8076171875,9721.683,10280.98,10868.18,11432.566,11894.074
13869.4599609375,14800.974,15582.599,16490.75,17308.158,18164.248
5794.287109375,6107.7407,6365.228,6693.715,6986.8613,7314.009
2839.4111328125,2865.2876,2850.1875,2905.9243,2938.8787,2948.231
7574.92333984375,7943.158,8261.633,8620.031,8951.407,9316.69
3043.39208984375,3290.0786,3492.6194,3746.1787,3958.9756,4219.4233
12868.9052734375,13282.436,13650.888,13927.342,14196.561,14295.248
2202.209716796875,2339.099,2458.7002,2598.6055,2714.9268,2844.334
2525.912353515625,2659.918,2778.1514,2899.3901,3010.9473,3083.081
12178.818359375,12646.863,13154.992,13742.111,14219.148,15007.4795
2040.727783203125,2166.4746,2276.6367,2392.6597,2504.5894,2603.0562
7794.87744140625,7950.9937,8104.8154,8259.336,8415.099,8455.715
10162.2490234375,10312.6,10497.8955,10688.13,10829.572,10994.472
2696.775390625,2856.1426,2985.3818,3163.5615,3324.852,3501.234
3016.605224609375,3181.543,3328.6687,3501.0947,3649.7925,3810.8745
17626.75390625,18825.465,19826.312,21076.744,22141.256,23137.164
8702.1962890625,8864.103,8974.358,9076.059,9182.526,9111.625
10565.7685546875,10742.182,10951.916,11174.831,11363.611,11446.963
7929.33935546875,8324.987,8689.573,9055.748,9428.341,9724.9375
8024.1298828125,8009.398,7984.3696,7999.1333,7988.16,8086.4233
1451.8499755859375,1474.1587,1580.9053,1477.0566,1425.4124,1632.6482
7535.28125,7596.461,7657.9775,7709.6387,7754.793,7761.6235
8192.70703125,8412.858,8594.046,8834.961,9036.992,9300.944
6819.89404296875,6991.5454,7131.173,7337.499,7482.883,7691.2266
3845.9443359375,4059.9458,4248.9326,4454.144,4638.0137,4770.9814
2014.3642578125,2066.4937,2169.2815,2233.5288,2301.8267,2386.5046
3978.49755859375,4058.36,4118.0234,4219.5645,4323.029,4335.457
9672.8291015625,9849.471,10036.282,10071.346,10298.089,10037.331
16695.20703125,17817.113,18952.953,20270.588,21404.861,22929.799
5401.41064453125,5689.362,5938.302,6188.1367,6424.1445,6579.322
2405.8447265625,2556.503,2687.6345,2835.3945,2963.9473,3094.4004
2282.88330078125,2384.9526,2467.15,2555.3503,2636.1472,2731.3127
3631.238525390625,3816.3613,4007.5356,4247.362,4453.2197,4750.1553
9268.6162109375,10017.629,10633.59,11371.0,12009.819,12867.442
11492.029296875,12289.347,12940.037,13691.41,14348.252,15106.986
2318.356201171875,2384.7598,2440.4482,2485.1763,2528.143,2518.6912
17106.341796875,17886.361,18472.088,19221.816,19775.422,20589.45
12250.7353515625,13130.549,13933.586,15068.38,15893.154,17057.043
769.117919921875,773.5847,774.897,783.17804,795.3708,816.984
5613.72998046875,5526.3037,5529.4775,5538.1787,5544.637,5561.3574
8948.1015625,8961.817,8943.015,8958.905,8967.773,8997.406
2705.93994140625,2762.9688,2839.9282,2867.7563,2897.714,2896.4995
8227.8994140625,8831.806,9365.105,9930.555,10456.514,10871.922
1830.1439208984375,1911.127,1971.9603,2024.3276,2079.744,2092.768
2832.43701171875,3085.896,3308.0142,3547.4326,3776.5356,3997.066
3273.5107421875,3570.8755,3829.6753,4124.8857,4394.7593,4667.5806
1263.0445556640625,1233.0671,1261.933,1257.244,1245.3414,1267.9152
7618.181640625,8146.673,8598.539,9113.619,9586.93,10002.658
8064.4736328125,8434.114,8783.797,9170.412,9515.311,9950.359
10516.4150390625,11006.49,11443.984,11997.854,12457.201,13045.855
7459.6611328125,7574.1714,7718.983,7894.6636,8017.0767,8108.3945
2903.2333984375,3041.48,3155.8086,3284.6592,3411.2747,3530.1042
2651.973388671875,2739.5876,2820.1191,2875.5151,2937.3672,2956.3833
6342.40869140625,6239.758,6350.002,6232.656,6071.109,6435.55
5335.66015625,5640.823,5944.6377,6222.3564,6512.2725,6758.2446
8614.4609375,8705.283,8853.997,8911.323,8968.407,8917.213
11337.533203125,12169.989,13087.677,13900.387,14761.061,15949.11
2726.90185546875,2750.7031,2770.499,2811.7546,2861.4617,2810.659
9541.333984375,9913.135,10248.835,10576.748,10933.676,11193.086
9216.4072265625,9202.951,9221.534,9223.611,9244.686,9245.306
1268.047607421875,1298.6439,1327.8965,1357.2405,1387.605,1418.822
2820.016357421875,3000.8306,3155.08,3329.794,3495.5566,3667.13
1892.096435546875,1913.1493,1937.1239,1947.2183,1958.9567,1971.8201
4573.923828125,4708.7637,4722.913,4758.3516,4800.417,4824.585
6329.61767578125,6611.034,6856.5283,7125.3623,7363.62,7578.041
11804.560546875,12489.932,13028.482,13617.404,14280.471,14781.834
1944.403564453125,2073.321,2183.0645,2309.9902,2421.2576,2538.4956
11773.1845703125,12405.222,12881.207,13600.867,14187.371,14685.709
10773.759765625,11583.655,12311.164,13076.01,13837.568,14536.205
4753.1728515625,5114.3345,5428.3286,5766.076,6082.9097,6394.907
11232.33984375,12019.875,12660.848,13464.977,14147.697,14975.654
6615.78076171875,6880.331,7108.618,7381.705,7657.381,7863.9014
16130.50390625,16837.344,17473.33,18125.406,18773.562,19388.844
2998.95068359375,3138.2017,3268.7126,3399.869,3540.9897,3629.0186
14104.91015625,14760.729,15351.244,15995.968,16559.312,17126.975
10977.9326171875,11647.139,12265.374,12868.326,13480.402,13940.635
14989.990234375,15831.941,16579.896,17459.105,18294.012,19226.996
3131.739501953125,3238.0757,3344.5886,3434.2969,3533.496,3604.1099
1667.58935546875,1703.8088,1741.7235,1769.7236,1802.654,1834.2909
2582.18310546875,2764.9521,2936.9458,3118.023,3287.5198,3434.4893
13543.4228515625,14621.554,15563.307,16631.523,17601.344,18687.559
2426.62646484375,2591.6167,2738.7944,2889.0742,3040.7134,3185.173
3696.3046875,3736.2861,3717.4326,3762.2002,3789.1814,3895.5977
12537.17578125,13137.664,13654.59,14249.451,14757.975,15337.465
1910.1846923828125,1927.1138,1933.4404,1967.926,1996.7513,2000.8595
12417.0703125,13125.254,13710.482,14317.376,14997.967,15697.402
5044.7158203125,5422.4976,5732.557,6104.4365,6432.366,6799.914
8072.57177734375,8558.356,8959.396,9414.206,9820.979,10171.652
3675.819580078125,3922.5273,4126.072,4355.6855,4567.595,4750.6553
9080.6796875,9132.828,9196.154,9244.387,9284.356,9306.646
7029.75537109375,7445.8804,7798.0264,8192.334,8560.76,8919.112
3707.8623046875,3944.2197,4153.6274,4373.0103,4589.051,4776.7866
15066.072265625,15789.955,16447.95,17161.117,17782.768,18379.016
12496.57421875,13435.443,14240.508,15180.301,16024.709,16968.328
6689.494140625,7241.316,7698.3335,8268.579,8760.056,9348.986
6966.404296875,7429.417,7832.6416,8290.893,8708.622,9137.459
11167.6298828125,11834.638,12396.668,13050.826,13630.8125,14263.673
5889.21630859375,5875.0625,5983.685,6006.55,6067.1626,6043.953
8655.5146484375,9087.372,9464.318,9914.537,10333.287,10728.205
5339.892578125,5726.735,6090.381,6510.307,6926.3096,7234.2266
6889.61474609375,7090.8867,7394.975,7673.5615,7891.106,8143.6865
7599.482421875,7866.2676,8096.376,8363.879,8583.762,8822.379
17137.76171875,18298.3,19318.81,20459.91,21529.219,22536.773
8309.322265625,8585.899,8798.14,8962.427,9186.894,9201.919
3660.422607421875,3854.6465,4048.871,4220.1157,4412.5933,4519.3564
3275.329833984375,3328.1511,3383.1687,3431.4846,3489.9563,3426.0332
2202.245361328125,2276.6777,2337.5847,2408.7954,2467.7927,2541.8145
15613.8056640625,16560.07,17352.332,18223.146,19035.469,19727.607
8977.0537109375,8986.012,8967.747,8977.229,8978.805,8997.236
3383.38720703125,3505.089,3614.8794,3731.6802,3827.6978,3924.1704
7186.5439453125,7568.668,7930.305,8288.613,8648.115,8841.207
8897.501953125,9214.278,9476.728,9752.994,10025.982,10202.697
7423.38232421875,7563.9893,7721.4834,7793.143,7857.5283,7910.578
9992.814453125,10245.929,10468.292,10647.474,10868.582,10771.663
9976.134765625,10079.578,10209.964,10287.654,10404.269,10473.578
5154.794921875,5305.891,5449.8076,5626.1064,5788.7715,5958.743
7300.78662109375,7689.311,8001.993,8399.512,8729.378,9230.0205
5816.6748046875,6157.603,6427.2305,6789.8315,7066.17,7384.0977
7820.10546875,8252.636,8607.142,8993.252,9368.854,9568.274
9446.349609375,9940.644,10352.48,10776.852,11219.508,11532.018
6516.86865234375,6875.619,7186.628,7540.7275,7878.75,8243.757
8126.20751953125,8290.479,8494.732,8595.548,8647.692,9068.711
9316.125,9501.08,9638.35,9846.2295,10036.741,10161.321
11550.6591796875,11859.282,12102.309,12398.33,12677.672,12873.349
1177.8380126953125,1173.2612,1188.8401,1167.7437,1145.5857,1180.9908
10629.544921875,11384.15,12055.799,12668.066,13401.291,14166.094
7020.09375,7354.8687,7648.639,7924.5796,8190.2847,8309.124
14851.623046875,15944.459,16959.18,18058.393,19044.094,19840.646
7433.54541015625,7959.606,8415.379,8904.083,9374.855,9790.103
5106.5087890625,5447.7363,5739.213,6044.3506,6345.913,6602.798
1983.65283203125,2117.99,2232.658,2363.0625,2481.7607,2600.398
9000.1494140625,9543.897,10000.924,10522.605,10995.342,11511.848
4430.2119140625,4731.4316,5003.673,5276.199,5550.255,5792.7964
5602.96484375,6123.3945,6564.6455,7097.812,7582.922,8154.962
12486.1435546875,13441.643,14257.514,15177.588,16035.709,16919.129
9014.5126953125,9295.115,9525.654,9757.23,9955.774,10014.377
8852.1572265625,9109.723,9311.968,9467.474,9637.862,9613.89
3508.2333984375,3734.2703,3918.1833,4158.008,4354.044,4588.4595
11410.3310546875,11756.189,12084.433,12471.02,12758.523,13316.622
4733.99658203125,5077.3276,5381.879,5704.3877,6041.537,6391.3706
2882.52099609375,3077.9019,3245.607,3429.962,3629.419,3838.1414
7512.01220703125,7633.2695,7741.789,7824.9673,7811.0664,7821.0312
16291.0107421875,17068.283,17696.76,18316.547,18940.43,18683.793
12511.541015625,13324.279,14116.09,14805.986,15487.156,16118.547
6737.8037109375,6937.9336,7105.7,7371.461,7577.842,7797.063
2279.893798828125,2415.9773,2517.2217,2650.8396,2757.2793,2862.6216
4872.6083984375,4842.6436,4872.6772,4889.4946,4842.8037,5063.2256
3669.851318359375,3844.588,4002.7717,4170.9834,4326.7666,4476.36
9037.244140625,9149.4,9204.327,9310.86,9407.484,9298.354
7559.2548828125,7550.276,7533.8677,7542.723,7549.603,7569.707
7745.04931640625,7707.149,7692.5605,7697.422,7667.3735,7794.2573
12825.53515625,13727.336,14480.98,15362.936,16117.23,16965.033
9859.044921875,10495.459,11043.3545,11639.779,12195.491,12723.352
3359.260498046875,3455.5923,3533.8403,3623.8472,3690.763,3777.4763
3970.689453125,4164.6533,4329.4424,4507.2344,4667.5244,4818.69
3219.57763671875,3393.3179,3536.6812,3698.6787,3828.202,4096.203
4279.353515625,4270.2754,4174.6943,4350.989,4398.2764,4517.3105
4729.55224609375,5002.672,5227.2803,5511.2603,5730.1484,6027.555
6238.748046875,6663.287,7036.149,7428.298,7772.373,8092.344
1363.831787109375,1367.5023,1367.6488,1378.6252,1386.2152,1387.1589
7473.00634765625,7623.3125,7748.3916,7892.0845,8032.215,8218.463
2485.449462890625,2636.4214,2769.111,2909.6694,3044.3599,3172.4072
10124.150390625,10202.505,10268.738,10323.391,10377.274,10416.732
15442.9921875,15975.383,16476.637,16896.895,17298.693,17473.506
5412.4404296875,5565.6943,5697.665,5816.8525,5960.865,6015.095
2672.697021484375,2919.623,3132.644,3388.855,3618.3364,3864.7559
6852.8896484375,7357.208,7829.4814,8319.047,8820.724,9323.1875
5067.294921875,5419.591,5722.05,6077.384,6385.1875,6733.964
1978.691650390625,2102.3838,2219.9749,2343.92,2465.2344,2589.6106
10645.3115234375,10872.16,11181.799,11346.245,11499.769,11621.571
2646.8916015625,2854.9294,3029.498,3233.7231,3415.773,3609.747
3202.93017578125,3488.3384,3728.1577,4021.3796,4275.3057,4554.4683
2067.095947265625,2120.1763,2165.8706,2196.2651,2239.4326,2259.327
1176.55224609375,1180.8132,1183.4708,1182.6044,1185.0276,1185.3112
1853.4412841796875,1950.2222,2036.1025,2114.4226,2206.5898,2218.6677
6788.46630859375,7082.5127,7332.478,7532.746,7774.499,7922.088
12242.5166015625,13054.686,13709.985,14464.711,15116.514,15656.385
13504.720703125,14487.17,15300.839,16189.484,17033.156,17604.729
3573.70068359375,3816.2268,4014.809,4255.5913,4463.2954,4623.4756
9181.923828125,9285.75,9410.677,9572.623,9686.592,9863.865
9763.259765625,9846.122,9989.813,10028.591,10079.866,10020.223
579.2569580078125,586.1244,562.781,570.4783,625.35205,721.01965
7671.56787109375,7781.5356,7840.4224,7943.286,8055.795,8101.274
8842.7255859375,8903.779,8960.344,9106.892,9220.408,9264.863
6797.73681640625,7178.2295,7546.7505,7952.2607,8351.145,8745.251
8623.8369140625,9164.13,9646.168,10097.117,10506.932,10805.248
9040.8505859375,9301.458,9548.348,9699.549,9847.603,9727.411
8780.5625,8955.967,9105.064,9305.939,9465.692,9644.717
7332.67041015625,7759.132,8106.1562,8460.342,8826.95,9099.342
6289.39990234375,6432.4136,6539.1416,6674.8716,6802.145,6945.795
7128.98193359375,7201.462,7211.148,7243.03,7280.353,7281.8965
2270.1298828125,2375.2068,2466.0896,2561.8176,2662.4895,2744.8286
8198.390625,8605.8125,8946.34,9328.625,9663.944,9965.83
14615.080078125,15443.926,16126.254,16941.36,17663.457,18526.691
7746.49560546875,8076.2017,8359.86,8643.155,8877.732,9103.27
4307.87060546875,4461.229,4601.973,4730.6216,4873.037,4909.86
2242.8876953125,2299.7124,2347.093,2362.2915,2397.01,2417.3506
14409.8642578125,15056.455,15616.605,16216.66,16800.559,17277.258
1447.6597900390625,1531.2028,1603.5286,1692.7554,1771.0393,1864.106
5136.994140625,5507.9688,5828.66,6218.378,6542.86,6931.822
9803.9599609375,10149.943,10418.373,10687.008,10978.008,10994.801
2211.010009765625,2257.3843,2333.9258,2377.2322,2407.564,2432.8535
3446.099365234375,3776.2124,4057.8867,4365.8066,4667.6206,4971.635
2468.34228515625,2673.7769,2855.3945,3060.7593,3245.564,3419.0688
3909.4111328125,4334.635,4695.4766,5111.873,5484.1436,5772.3354
5672.3623046875,6117.9673,6508.485,6925.792,7321.3374,7636.133
5426.65185546875,5734.6533,6008.341,6268.429,6539.115,6688.6655
6175.54638671875,6275.3335,6414.6274,6490.976,6593.8867,6735.558
7669.9150390625,7686.503,7709.453,7714.957,7728.961,7717.757
8343.6416015625,8300.163,8287.986,8287.358,8300.705,8292.258
5164.775390625,5240.0,5302.0713,5369.803,5429.682,5394.163
5437.8095703125,5773.3306,6067.647,6389.2393,6695.7227,6970.3096
15975.119140625,16806.41,17546.262,18324.473,19081.285,19637.074
5838.4609375,5921.949,6043.083,6185.5786,6283.918,6348.749
1901.552978515625,2002.9636,2094.2153,2190.2607,2282.6892,2368.148
5412.130859375,5829.1304,6185.95,6602.657,6969.052,7401.8887
1700.469970703125,1758.943,1810.2144,1860.8147,1914.988,1942.8479
2615.7314453125,2766.2627,2894.9775,3033.7427,3154.4941,3274.7168
10642.0283203125,11127.531,11575.449,12026.618,12456.788,12792.45
12311.1240234375,13087.025,13779.084,14436.351,15101.084,15536.789
